,subject,sex,age,lop,viet,trial,tone1,tone2,group,pair,actual,response,correct,rt,logrt
533,VM2,m,26,12,100,83,21,21,same,21-21,same,same,TRUE,1.97629516846791,0.681223964925097
534,VM2,m,26,12,100,84,33,212,33/212,33-212,different,different,TRUE,1.95617354341084,0.670990291302092
535,VM2,m,26,12,100,85,35,212,35/212,35-212,different,different,TRUE,2.2898882645095,0.82850302358513
536,VM2,m,26,12,100,86,35,21,21/35,35-21,different,different,TRUE,1.69469952245709,0.527505452231043
537,VM2,m,26,12,100,87,33,33,same,33-33,same,same,TRUE,1.70648555878142,0.534436026850894
538,VM2,m,26,12,100,88,212,212,same,212-212,same,same,TRUE,1.96608877013205,0.676046173366889
539,VM2,m,26,12,100,89,214,214,same,214-214,same,same,TRUE,1.70625531516271,0.534301095059955
540,VM2,m,26,12,100,90,214,21,21/214,214-21,different,different,TRUE,1.57636648628977,0.455122506464011
541,VM2,m,26,12,100,91,214,33,33/214,214-33,different,different,TRUE,1.93615645791579,0.660704800628171
542,VM2,m,26,12,100,92,21,214,21/214,21-214,different,different,TRUE,2.05661171177053,0.721059828521298
543,VM2,m,26,12,100,93,214,21,21/214,214-21,different,different,TRUE,2.21917653593118,0.797136197311999
544,VM2,m,26,12,100,94,214,212,212/214,214-212,different,same,FALSE,1.63097527093487,0.489178161620113
545,VM2,m,26,12,100,95,212,212,same,212-212,same,same,TRUE,1.80147676591878,0.588606754047505
546,VM2,m,26,12,100,96,21,212,21/212,21-212,different,same,FALSE,1.64631437040225,0.498539074542356
547,VM2,m,26,12,100,97,35,35,same,35-35,same,same,TRUE,1.80649723131501,0.591389738980529
548,VM2,m,26,12,100,98,212,21,21/212,212-21,different,different,TRUE,1.55609222059138,0.442177691732187
549,VM2,m,26,12,100,99,35,212,35/212,35-212,different,different,TRUE,2.4317677194631,0.888618449453354
550,VM2,m,26,12,100,100,214,214,same,214-214,same,same,TRUE,2.33358067955123,0.847403860290972
551,VM2,m,26,12,100,101,33,21,33/21,33-21,different,different,TRUE,1.80079373122135,0.588227529496678
552,VM2,m,26,12,100,102,33,212,33/212,33-212,different,different,TRUE,1.95599909698649,0.67090110994917
553,VM2,m,26,12,100,103,35,33,33/35,35-33,different,different,TRUE,1.71653546842572,0.540307996927131
554,VM2,m,26,12,100,104,33,214,33/214,33-214,different,different,TRUE,2.44611914434063,0.894502745948124
555,VM2,m,26,12,100,105,212,212,same,212-212,same,same,TRUE,2.87626297284442,1.05649187268996
556,VM2,m,26,12,100,106,212,214,212/214,212-214,different,different,TRUE,2.94485761452233,1.080060467725
557,VM2,m,26,12,100,107,33,33,same,33-33,same,same,TRUE,1.80581355525646,0.591011213373459
558,VM2,m,26,12,100,108,21,21,same,21-21,same,same,TRUE,1.92622134940757,0.655560233775224
559,VM2,m,26,12,100,109,35,21,21/35,35-21,different,different,TRUE,1.49624811924878,0.402960720912665
560,VM2,m,26,12,100,110,214,214,same,214-214,same,same,TRUE,1.6863575202442,0.522570889439128
561,VM2,m,26,12,100,111,214,35,35/214,214-35,different,different,TRUE,1.84633899814798,0.613204758521128
562,VM2,m,26,12,100,112,33,33,same,33-33,same,same,TRUE,1.7863576485106,0.580178713532484
563,VM2,m,26,12,100,113,35,35,same,35-35,same,same,TRUE,1.78615562416962,0.580065614251516
564,VM2,m,26,12,100,114,212,35,35/212,212-35,different,different,TRUE,2.31293250847375,0.838516203607735
565,VM2,m,26,12,100,115,35,214,35/214,35-214,different,different,TRUE,1.58953141895472,0.463439267738146
566,VM2,m,26,12,100,116,21,21,same,21-21,same,same,TRUE,2.13554871737142,0.75872362413747
567,VM2,m,26,12,100,117,212,33,33/212,212-33,different,different,TRUE,2.16427722101798,0.772086458610245
568,VM2,m,26,12,100,118,21,33,33/21,21-33,different,different,TRUE,2.30851298535708,0.836603587968399
569,VM2,m,26,12,100,119,33,35,33/35,33-35,different,different,TRUE,2.74134983049589,1.0084504379604
570,VM2,m,26,12,100,120,21,35,21/35,21-35,different,different,TRUE,1.7136263177963,0.538611778784528
571,VM2,m,26,12,100,121,212,212,same,212-212,same,same,TRUE,1.6461687846022,0.498450639283437
572,VM2,m,26,12,100,122,33,212,33/212,33-212,different,different,TRUE,1.68633058365958,0.52255491607676
573,VM2,m,26,12,100,123,35,35,same,35-35,same,same,TRUE,1.67636917994241,0.516630252231688
574,VM2,m,26,12,100,124,212,33,33/212,212-33,different,different,TRUE,1.51638192991959,0.416327188155112
575,VM2,m,26,12,100,125,21,35,21/35,21-35,different,different,TRUE,1.59839932581235,0.469002707122994
576,VM2,m,26,12,100,126,35,35,same,35-35,same,same,TRUE,1.71894436825824,0.541710363025503
577,VM2,m,26,12,100,127,21,212,21/212,21-212,different,different,TRUE,2.24908127021627,0.810521808480916
578,VM2,m,26,12,100,128,214,214,same,214-214,same,same,TRUE,1.55312663142104,0.44027008071424
579,VM2,m,26,12,100,129,35,21,21/35,35-21,different,different,TRUE,1.54630782867025,0.435870043326923
580,VM2,m,26,12,100,130,21,33,33/21,21-33,different,different,TRUE,2.14089691115078,0.761224858588788
581,VM2,m,26,12,100,131,212,35,35/212,212-35,different,different,TRUE,2.16383789823158,0.771883449782702
582,VM2,m,26,12,100,132,35,33,33/35,35-33,different,different,TRUE,2.73406092028017,1.00578802052614
583,VM2,m,26,12,100,133,21,214,21/214,21-214,different,different,TRUE,2.30274470921722,0.834101763290353
584,VM2,m,26,12,100,134,33,35,33/35,33-35,different,different,TRUE,1.60872565605678,0.475442347603466
585,VM2,m,26,12,100,135,214,212,212/214,214-212,different,same,FALSE,1.57622282451484,0.455031367555092
586,VM2,m,26,12,100,136,214,214,same,214-214,same,same,TRUE,1.60635651974007,0.473968583254084
587,VM2,m,26,12,100,137,35,214,35/214,35-214,different,different,TRUE,1.95878575029201,0.672324766106479
588,VM2,m,26,12,100,138,212,21,21/212,212-21,different,different,TRUE,1.78607802116312,0.580022166361921
589,VM2,m,26,12,100,139,214,33,33/214,214-33,different,different,TRUE,1.62646211113315,0.486407171937011
590,VM2,m,26,12,100,140,33,21,33/21,33-21,different,different,TRUE,1.56634543726977,0.448745158983751
591,VM2,m,26,12,100,141,212,214,212/214,212-214,different,different,TRUE,3.15676255660946,1.14954699503032
592,VM2,m,26,12,100,142,21,21,same,21-21,same,same,TRUE,1.81811844141339,0.597802142925458
593,VM2,m,26,12,100,143,21,21,same,21-21,same,same,TRUE,1.74617147825484,0.557425664653821
594,VM2,m,26,12,100,144,214,21,21/214,214-21,different,different,TRUE,2.06842981545196,0.72678977617785
595,VM2,m,26,12,100,145,35,212,35/212,35-212,different,different,TRUE,1.89082604227588,0.637013792994135
596,VM2,m,26,12,100,146,33,214,33/214,33-214,different,different,TRUE,2.06074134599476,0.723065794757887
597,VM2,m,26,12,100,147,212,212,same,212-212,same,same,TRUE,2.62775827369478,0.966131115301578
598,VM2,m,26,12,100,148,33,33,same,33-33,same,same,TRUE,1.87589804633171,0.629087502802162
599,VM2,m,26,12,100,149,214,35,35/214,214-35,different,different,TRUE,1.73644865567621,0.551842025057524
600,VM2,m,26,12,100,150,33,33,same,33-33,same,same,TRUE,1.36395295590046,0.310387069017435
601,VF3,f,23,12,100,1,214,214,same,214-214,same,same,TRUE,2.65329217910767,0.975801200681337
602,VF3,f,23,12,100,2,35,21,21/35,35-21,different,different,TRUE,2.00186109542847,0.69407729558306
603,VF3,f,23,12,100,3,33,212,33/212,33-212,different,different,TRUE,2.93913817405701,1.07811640030138
604,VF3,f,23,12,100,4,33,214,33/214,33-214,different,different,TRUE,3.7799928188324,1.3297221098499
605,VF3,f,23,12,100,5,212,212,same,212-212,same,same,TRUE,2.02780604362488,0.706954441916987
606,VF3,f,23,12,100,6,35,35,same,35-35,same,same,TRUE,2.09234309196472,0.738284534651018
607,VF3,f,23,12,100,7,35,212,35/212,35-212,different,different,TRUE,2.14764308929443,0.764371003294238
608,VF3,f,23,12,100,8,212,21,21/212,212-21,different,same,FALSE,2.4276750087738,0.886934012827233
609,VF3,f,23,12,100,9,214,33,33/214,214-33,different,different,TRUE,3.03553700447083,1.11038834608259
610,VF3,f,23,12,100,10,33,21,33/21,33-21,different,different,TRUE,2.65179085731506,0.975235206964604
611,VF3,f,23,12,100,11,21,212,21/212,21-212,different,same,FALSE,2.07550096511841,0.730202553516104
612,VF3,f,23,12,100,12,21,21,same,21-21,same,same,TRUE,1.69918894767761,0.530151047617312
613,VF3,f,23,12,100,13,214,35,35/214,214-35,different,different,TRUE,2.0903160572052,0.73731527808675
614,VF3,f,23,12,100,14,212,33,33/212,212-33,different,different,TRUE,2.10253620147705,0.743144331017352
615,VF3,f,23,12,100,15,35,35,same,35-35,same,same,TRUE,1.97892498970032,0.682553762769352
616,VF3,f,23,12,100,16,21,21,same,21-21,same,same,TRUE,1.74738693237305,0.558121490527837
617,VF3,f,23,12,100,17,212,212,same,212-212,same,same,TRUE,1.86784505844116,0.624785391206533
618,VF3,f,23,12,100,18,35,33,33/35,35-33,different,different,TRUE,2.20417904853821,0.790355125984783
619,VF3,f,23,12,100,19,214,214,same,214-214,same,same,TRUE,2.19550013542175,0.786409872701142
620,VF3,f,23,12,100,20,21,214,21/214,21-214,different,different,TRUE,3.90763902664185,1.36293336211545
621,VF3,f,23,12,100,21,33,35,33/35,33-35,different,different,TRUE,2.77254700660706,1.01976639469092
622,VF3,f,23,12,100,22,212,35,35/212,212-35,different,different,TRUE,1.71495819091797,0.539388701847256
623,VF3,f,23,12,100,23,214,212,212/214,214-212,different,same,FALSE,1.70207095146179,0.531845716392635
624,VF3,f,23,12,100,24,33,33,same,33-33,same,same,TRUE,2.10587120056152,0.744729253513675
625,VF3,f,23,12,100,25,21,35,21/35,21-35,different,different,TRUE,1.76357698440552,0.567344124068064
626,VF3,f,23,12,100,26,212,214,212/214,212-214,different,same,FALSE,1.73297905921936,0.549841927117104
627,VF3,f,23,12,100,27,35,214,35/214,35-214,different,different,TRUE,1.93870186805725,0.662018608924355
628,VF3,f,23,12,100,28,21,33,33/21,21-33,different,different,TRUE,1.94669103622437,0.666131026702076
629,VF3,f,23,12,100,29,33,33,same,33-33,same,same,TRUE,1.6929018497467,0.526444127310186
630,VF3,f,23,12,100,30,214,21,21/214,214-21,different,different,TRUE,2.09674692153931,0.740387058675419
631,VF3,f,23,12,100,31,214,214,same,214-214,same,same,TRUE,1.63080501556396,0.48907376748188
632,VF3,f,23,12,100,32,35,214,35/214,35-214,different,different,TRUE,2.8605170249939,1.05100238646329
633,VF3,f,23,12,100,33,21,35,21/35,21-35,different,different,TRUE,2.81157112121582,1.03374344496789
634,VF3,f,23,12,100,34,21,33,33/21,21-33,different,different,TRUE,2.33950304985046,0.849938534956737
635,VF3,f,23,12,100,35,35,33,33/35,35-33,different,different,TRUE,2.05139899253845,0.718521995781787
636,VF3,f,23,12,100,36,33,214,33/214,33-214,different,different,TRUE,1.96369886398315,0.674829870265531
637,VF3,f,23,12,100,37,212,212,same,212-212,same,same,TRUE,1.62785005569458,0.487260159956864
638,VF3,f,23,12,100,38,35,212,35/212,35-212,different,different,TRUE,1.89973282814026,0.641713259516645
639,VF3,f,23,12,100,39,214,21,21/214,214-21,different,different,TRUE,2.09177589416504,0.738013415304251
640,VF3,f,23,12,100,40,212,212,same,212-212,same,same,TRUE,1.65425896644592,0.503353154143747
641,VF3,f,23,12,100,41,33,21,33/21,33-21,different,different,TRUE,2.13008308410645,0.75616098558334
642,VF3,f,23,12,100,42,35,35,same,35-35,same,same,TRUE,1.86710596084595,0.624389617553254
643,VF3,f,23,12,100,43,21,212,21/212,21-212,different,same,FALSE,2.37214589118958,0.863794984804619
644,VF3,f,23,12,100,44,214,33,33/214,214-33,different,different,TRUE,1.65914082527161,0.506299893242619
645,VF3,f,23,12,100,45,33,212,33/212,33-212,different,different,TRUE,1.91726303100586,0.650898664356834
646,VF3,f,23,12,100,46,214,35,35/214,214-35,different,different,TRUE,1.75317692756653,0.561429529292558
647,VF3,f,23,12,100,47,212,33,33/212,212-33,different,different,TRUE,1.86285400390625,0.622109722422123
648,VF3,f,23,12,100,48,21,214,21/214,21-214,different,different,TRUE,2.8185350894928,1.03621727816673
649,VF3,f,23,12,100,49,33,33,same,33-33,same,same,TRUE,1.6038990020752,0.472437541174578
650,VF3,f,23,12,100,50,21,21,same,21-21,same,same,TRUE,1.96370911598206,0.674835091011098
651,VF3,f,23,12,100,51,212,21,21/212,212-21,different,different,TRUE,1.9316189289093,0.658358474570239
652,VF3,f,23,12,100,52,33,35,33/35,33-35,different,different,TRUE,1.76318097114563,0.567119547691379
653,VF3,f,23,12,100,53,35,21,21/35,35-21,different,different,TRUE,1.97238993644714,0.679245973168214
654,VF3,f,23,12,100,54,214,214,same,214-214,same,same,TRUE,1.77911901473999,0.57611830624364
655,VF3,f,23,12,100,55,21,21,same,21-21,same,same,TRUE,1.83697700500488,0.608121288465411
656,VF3,f,23,12,100,56,35,35,same,35-35,same,same,TRUE,1.73066902160645,0.54850805144526
657,VF3,f,23,12,100,57,33,33,same,33-33,same,same,TRUE,1.71587681770325,0.539924213933919
658,VF3,f,23,12,100,58,214,212,212/214,214-212,different,same,FALSE,1.71568608283997,0.539813048923103
659,VF3,f,23,12,100,59,212,214,212/214,212-214,different,same,FALSE,1.71002697944641,0.536509147844147
660,VF3,f,23,12,100,60,212,35,35/212,212-35,different,different,TRUE,1.7542679309845,0.562051636551348
661,VF3,f,23,12,100,61,214,21,21/214,214-21,different,different,TRUE,1.84824800491333,0.614238166008165
662,VF3,f,23,12,100,62,33,33,same,33-33,same,same,TRUE,1.97107291221619,0.678578019985711
663,VF3,f,23,12,100,63,33,33,same,33-33,same,same,TRUE,1.68156409263611,0.519724367817962
664,VF3,f,23,12,100,64,35,35,same,35-35,same,same,TRUE,2.09300494194031,0.738600804636569
665,VF3,f,23,12,100,65,21,35,21/35,21-35,different,different,TRUE,1.72857117652893,0.547295157737662
666,VF3,f,23,12,100,66,35,21,21/35,35-21,different,different,TRUE,1.95636081695557,0.671086021346927
667,VF3,f,23,12,100,67,33,214,33/214,33-214,different,different,TRUE,2.2197859287262,0.797410762732948
668,VF3,f,23,12,100,68,214,214,same,214-214,same,same,TRUE,1.77720999717712,0.57504471730413
669,VF3,f,23,12,100,69,33,35,33/35,33-35,different,different,TRUE,2.15008807182312,0.765508804939245
670,VF3,f,23,12,100,70,33,21,33/21,33-21,different,different,TRUE,2.21983790397644,0.797434176991545
671,VF3,f,23,12,100,71,212,212,same,212-212,same,same,TRUE,1.4831280708313,0.394153418719898
672,VF3,f,23,12,100,72,214,35,35/214,214-35,different,different,TRUE,2.1957700252533,0.786532793779558
673,VF3,f,23,12,100,73,33,212,33/212,33-212,different,different,TRUE,2.12428021430969,0.753433022319105
674,VF3,f,23,12,100,74,35,35,same,35-35,same,same,TRUE,1.61109304428101,0.476912858132885
675,VF3,f,23,12,100,75,35,212,35/212,35-212,different,different,TRUE,1.65342807769775,0.50285075548598
676,VF3,f,23,12,100,76,212,35,35/212,212-35,different,different,TRUE,1.69842410087585,0.52970082164764
677,VF3,f,23,12,100,77,214,33,33/214,214-33,different,different,TRUE,1.80999279022217,0.593322861967131
678,VF3,f,23,12,100,78,21,212,21/212,21-212,different,same,FALSE,1.87410998344421,0.628133871231878
679,VF3,f,23,12,100,79,214,212,212/214,214-212,different,different,TRUE,2.37597393989563,0.865407433382854
680,VF3,f,23,12,100,80,212,212,same,212-212,same,same,TRUE,1.61090612411499,0.476796830687528
681,VF3,f,23,12,100,81,212,214,212/214,212-214,different,same,FALSE,1.81781101226807,0.597633036703804
682,VF3,f,23,12,100,82,35,214,35/214,35-214,different,different,TRUE,2.1007981300354,0.742317334445759
683,VF3,f,23,12,100,83,212,21,21/212,212-21,different,different,TRUE,1.96488189697266,0.675432140193144
684,VF3,f,23,12,100,84,214,214,same,214-214,same,same,TRUE,1.68364405632019,0.520960525497891
685,VF3,f,23,12,100,85,212,33,33/212,212-33,different,different,TRUE,1.89988613128662,0.641793953474688
686,VF3,f,23,12,100,86,21,33,33/21,21-33,different,different,TRUE,1.9318950176239,0.658501395609941
687,VF3,f,23,12,100,87,21,21,same,21-21,same,same,TRUE,1.73174285888672,0.549128334272242
688,VF3,f,23,12,100,88,21,214,21/214,21-214,different,different,TRUE,1.81196689605713,0.594412938169757
689,VF3,f,23,12,100,89,21,21,same,21-21,same,same,TRUE,2.39643287658691,0.873981330290142
690,VF3,f,23,12,100,90,35,33,33/35,35-33,different,different,TRUE,1.95452404022217,0.670146706109825
691,VF3,f,23,12,100,91,214,214,same,214-214,same,same,TRUE,1.61237001419067,0.4777051550839
692,VF3,f,23,12,100,92,214,214,same,214-214,same,same,TRUE,1.78127598762512,0.577329954472325
693,VF3,f,23,12,100,93,33,33,same,33-33,same,same,TRUE,1.73806810379028,0.552774211225243
694,VF3,f,23,12,100,94,21,35,21/35,21-35,different,different,TRUE,1.69974184036255,0.530476380920219
695,VF3,f,23,12,100,95,35,35,same,35-35,same,same,TRUE,1.67602181434631,0.516423017694945
696,VF3,f,23,12,100,96,212,212,same,212-212,same,same,TRUE,1.70894289016724,0.535874986469904
697,VF3,f,23,12,100,97,214,35,35/214,214-35,different,different,TRUE,1.81612300872803,0.596704013968832
698,VF3,f,23,12,100,98,33,212,33/212,33-212,different,different,TRUE,1.95103788375854,0.66836147906319
699,VF3,f,23,12,100,99,212,21,21/212,212-21,different,different,TRUE,2.80375194549561,1.03095850074258
700,VF3,f,23,12,100,100,214,212,212/214,214-212,different,different,TRUE,2.21160006523132,0.793716264976722
701,VF3,f,23,12,100,101,21,212,21/212,21-212,different,different,TRUE,2.26788687705994,0.818848506782031
702,VF3,f,23,12,100,102,33,21,33/21,33-21,different,different,TRUE,2.41171884536743,0.880339707131843
703,VF3,f,23,12,100,103,212,33,33/212,212-33,different,different,TRUE,1.55498099327087,0.441463322579566
704,VF3,f,23,12,100,104,33,214,33/214,33-214,different,different,TRUE,2.21233892440796,0.794050292722239
705,VF3,f,23,12,100,105,35,21,21/35,35-21,different,different,TRUE,1.54634380340576,0.435893307981201
706,VF3,f,23,12,100,106,35,214,35/214,35-214,different,different,TRUE,2.16526484489441,0.772542684177994
707,VF3,f,23,12,100,107,212,35,35/212,212-35,different,different,TRUE,2.18740010261536,0.782713670831009
708,VF3,f,23,12,100,108,212,214,212/214,212-214,different,same,FALSE,1.76862215995789,0.570200802741686
709,VF3,f,23,12,100,109,33,35,33/35,33-35,different,different,TRUE,1.71056699752808,0.536824893056696
710,VF3,f,23,12,100,110,35,35,same,35-35,same,same,TRUE,1.94832396507263,0.666969497898407
711,VF3,f,23,12,100,111,21,33,33/21,21-33,different,different,TRUE,1.7956690788269,0.585377698352331
712,VF3,f,23,12,100,112,214,33,33/214,214-33,different,different,TRUE,2.29933404922485,0.832619537193919
713,VF3,f,23,12,100,113,35,212,35/212,35-212,different,different,TRUE,1.96761107444763,0.676820154327168
714,VF3,f,23,12,100,114,212,212,same,212-212,same,same,TRUE,1.68010997772217,0.518859254202425
715,VF3,f,23,12,100,115,21,21,same,21-21,same,same,TRUE,1.89173197746277,0.637492799634343
716,VF3,f,23,12,100,116,21,21,same,21-21,same,same,TRUE,1.64500784873962,0.497745155476241
717,VF3,f,23,12,100,117,21,214,21/214,21-214,different,different,TRUE,1.75467801094055,0.562285370535689
718,VF3,f,23,12,100,118,214,21,21/214,214-21,different,different,TRUE,1.64568614959717,0.49815740946734
719,VF3,f,23,12,100,119,33,33,same,33-33,same,same,TRUE,1.79405617713928,0.58447907704783
720,VF3,f,23,12,100,120,35,33,33/35,35-33,different,different,TRUE,1.72613406181335,0.545884261610947
721,VF3,f,23,12,100,121,21,35,21/35,21-35,different,different,TRUE,2.71355414390564,0.998259267852985
722,VF3,f,23,12,100,122,214,212,212/214,214-212,different,same,FALSE,1.95429491996765,0.67002947363776
723,VF3,f,23,12,100,123,33,33,same,33-33,same,same,TRUE,1.74911689758301,0.55911103061431
724,VF3,f,23,12,100,124,214,21,21/214,214-21,different,different,TRUE,2.17257499694824,0.775913098596437
725,VF3,f,23,12,100,125,21,33,33/21,21-33,different,different,TRUE,1.49108910560608,0.399506796308159
726,VF3,f,23,12,100,126,212,33,33/212,212-33,different,different,TRUE,1.70785093307495,0.535235815840389
727,VF3,f,23,12,100,127,33,33,same,33-33,same,same,TRUE,1.62754607200623,0.487073403152277
728,VF3,f,23,12,100,128,35,35,same,35-35,same,same,TRUE,2.25251293182373,0.812046451582091
729,VF3,f,23,12,100,129,35,35,same,35-35,same,same,TRUE,1.56131792068481,0.445530285552891
730,VF3,f,23,12,100,130,212,212,same,212-212,same,same,TRUE,1.72638487815857,0.54602955630738
731,VF3,f,23,12,100,131,212,35,35/212,212-35,different,different,TRUE,1.89932608604431,0.641499131698841
732,VF3,f,23,12,100,132,21,214,21/214,21-214,different,different,TRUE,1.92381501197815,0.654310200000532
733,VF3,f,23,12,100,133,21,21,same,21-21,same,same,TRUE,1.76375985145569,0.567447809686333
734,VF3,f,23,12,100,134,21,212,21/212,21-212,different,different,TRUE,2.09054803848267,0.737426250972926
735,VF3,f,23,12,100,135,212,21,21/212,212-21,different,different,TRUE,1.63689684867859,0.49280228398982
736,VF3,f,23,12,100,136,214,214,same,214-214,same,same,TRUE,1.72916603088379,0.547639229206975
737,VF3,f,23,12,100,137,35,21,21/35,35-21,different,different,TRUE,1.58928203582764,0.463282364458892
738,VF3,f,23,12,100,138,214,214,same,214-214,same,same,TRUE,1.75710916519165,0.563669938858055
739,VF3,f,23,12,100,139,33,212,33/212,33-212,different,different,TRUE,2.40442299842834,0.877309957279507
740,VF3,f,23,12,100,140,35,214,35/214,35-214,different,different,TRUE,1.63508009910583,0.49169179342803
741,VF3,f,23,12,100,141,33,35,33/35,33-35,different,different,TRUE,2.10306882858276,0.743397624945219
742,VF3,f,23,12,100,142,33,21,33/21,33-21,different,different,TRUE,1.74477696418762,0.556626733266329
743,VF3,f,23,12,100,143,35,212,35/212,35-212,different,different,TRUE,1.64566683769226,0.49814567453342
744,VF3,f,23,12,100,144,212,212,same,212-212,same,same,TRUE,1.64608693122864,0.498400914486434
745,VF3,f,23,12,100,145,35,33,33/35,35-33,different,different,TRUE,1.73567605018616,0.551396991789275
746,VF3,f,23,12,100,146,33,214,33/214,33-214,different,different,TRUE,1.87586712837219,0.629071020981962
747,VF3,f,23,12,100,147,21,21,same,21-21,same,same,TRUE,1.85178017616272,0.616147433802633
748,VF3,f,23,12,100,148,214,35,35/214,214-35,different,different,TRUE,1.62004590034485,0.482454482389108
749,VF3,f,23,12,100,149,212,214,212/214,212-214,different,same,FALSE,1.59556102752686,0.467225415786453
750,VF3,f,23,12,100,150,214,33,33/214,214-33,different,different,TRUE,1.65178394317627,0.501855881543424
751,VM3,m,18,12,100,1,33,214,33/214,33-214,different,different,TRUE,1.77717399597168,0.57502445995123
752,VM3,m,18,12,100,2,212,212,same,212-212,same,same,TRUE,1.60311007499695,0.471945539390235
753,VM3,m,18,12,100,3,33,212,33/212,33-212,different,same,FALSE,1.89193892478943,0.637602189341965
754,VM3,m,18,12,100,4,214,35,35/214,214-35,different,different,TRUE,1.70864391326904,0.535700022721415
755,VM3,m,18,12,100,5,35,21,21/35,35-21,different,different,TRUE,1.69472599029541,0.527521070121583
756,VM3,m,18,12,100,6,21,214,21/214,21-214,different,same,FALSE,1.89617609977722,0.639839279149121
757,VM3,m,18,12,100,7,214,214,same,214-214,same,same,TRUE,1.91573810577393,0.650102982196578
758,VM3,m,18,12,100,8,212,214,212/214,212-214,different,different,TRUE,2.15585589408875,0.76818781133643
759,VM3,m,18,12,100,9,33,33,same,33-33,same,same,TRUE,1.7478039264679,0.558360100728921
760,VM3,m,18,12,100,10,214,33,33/214,214-33,different,different,TRUE,1.77568006515503,0.5741834848484
761,VM3,m,18,12,100,11,35,212,35/212,35-212,different,different,TRUE,2.25602412223816,0.813604026060102
762,VM3,m,18,12,100,12,35,33,33/35,35-33,different,different,TRUE,1.77418184280396,0.573339383033244
763,VM3,m,18,12,100,13,21,212,21/212,21-212,different,different,TRUE,2.49755716323853,0.915313119462235
764,VM3,m,18,12,100,14,212,21,21/212,212-21,different,different,TRUE,2.2837700843811,0.825827623145893
765,VM3,m,18,12,100,15,21,21,same,21-21,same,same,TRUE,1.57983899116516,0.457322937520429
766,VM3,m,18,12,100,16,212,33,33/212,212-33,different,different,TRUE,2.08371210098267,0.734150967026723
767,VM3,m,18,12,100,17,35,214,35/214,35-214,different,different,TRUE,1.77181005477905,0.572001653874745
768,VM3,m,18,12,100,18,212,35,35/212,212-35,different,different,TRUE,2.33202695846558,0.846737828655379
769,VM3,m,18,12,100,19,214,214,same,214-214,same,same,TRUE,1.47586107254028,0.38924159745311
770,VM3,m,18,12,100,20,33,21,33/21,33-21,different,different,TRUE,2.09984707832336,0.741864522231867
771,VM3,m,18,12,100,21,35,35,same,35-35,same,different,FALSE,2.26790189743042,0.818855129828751
772,VM3,m,18,12,100,22,21,21,same,21-21,same,same,TRUE,1.41964793205261,0.350408905697946
773,VM3,m,18,12,100,23,33,35,33/35,33-35,different,different,TRUE,1.70780491828918,0.535208872384859
774,VM3,m,18,12,100,24,214,21,21/214,214-21,different,same,FALSE,2.10043001174927,0.742142091267026
775,VM3,m,18,12,100,25,212,212,same,212-212,same,same,TRUE,1.69145488739014,0.525589038702738
776,VM3,m,18,12,100,26,21,33,33/21,21-33,different,different,TRUE,1.75580811500549,0.562929215327229
777,VM3,m,18,12,100,27,214,212,212/214,214-212,different,different,TRUE,2.42783999443054,0.887001970873576
778,VM3,m,18,12,100,28,21,35,21/35,21-35,different,different,TRUE,1.69976091384888,0.530487602259166
779,VM3,m,18,12,100,29,33,33,same,33-33,same,same,TRUE,2.08577013015747,0.735138154033575
780,VM3,m,18,12,100,30,35,35,same,35-35,same,same,TRUE,1.66246104240417,0.508299060132966
781,VM3,m,18,12,100,31,35,35,same,35-35,same,same,TRUE,1.75147795677185,0.560459978233274
782,VM3,m,18,12,100,32,212,33,33/212,212-33,different,different,TRUE,1.66693806648254,0.510988450398541
783,VM3,m,18,12,100,33,21,35,21/35,21-35,different,different,TRUE,1.75675892829895,0.563470593359282
784,VM3,m,18,12,100,34,35,33,33/35,35-33,different,different,TRUE,1.94028902053833,0.662836941637802
785,VM3,m,18,12,100,35,35,21,21/35,35-21,different,different,TRUE,2.16341304779053,0.77168708934615
786,VM3,m,18,12,100,36,33,21,33/21,33-21,different,different,TRUE,2.0197160243988,0.70295691954975
787,VM3,m,18,12,100,37,33,33,same,33-33,same,same,TRUE,2.22790503501892,0.801061697736042
788,VM3,m,18,12,100,38,214,35,35/214,214-35,different,different,TRUE,1.54902791976929,0.437627585655307
789,VM3,m,18,12,100,39,21,214,21/214,21-214,different,different,TRUE,2.19459199905396,0.785996151825619
790,VM3,m,18,12,100,40,33,35,33/35,33-35,different,different,TRUE,1.6679630279541,0.511603138195754
791,VM3,m,18,12,100,41,33,212,33/212,33-212,different,different,TRUE,1.74908089637756,0.559090447898543
792,VM3,m,18,12,100,42,21,33,33/21,21-33,different,different,TRUE,1.66713881492615,0.51110887260294
793,VM3,m,18,12,100,43,33,33,same,33-33,same,same,TRUE,1.61928486824036,0.481984612423451
794,VM3,m,18,12,100,44,212,21,21/212,212-21,different,different,TRUE,1.72207093238831,0.543527597020305
795,VM3,m,18,12,100,45,212,214,212/214,212-214,different,same,FALSE,1.9119610786438,0.64812945806417
796,VM3,m,18,12,100,46,214,214,same,214-214,same,same,TRUE,1.76143407821655,0.566128294435263
797,VM3,m,18,12,100,47,214,21,21/214,214-21,different,different,TRUE,1.59591603279114,0.467447886610486
798,VM3,m,18,12,100,48,33,214,33/214,33-214,different,different,TRUE,2.09181690216064,0.738033019504566
