,subject,sex,age,lop,viet,trial,tone1,tone2,group,pair,actual,response,correct,rt,logrt
1,VM4,m,26,12,100,1,33,212,33/212,33-212,different,different,TRUE,2.40553784370422,0.877773514190855
2,VM4,m,26,12,100,2,21,33,33/21,21-33,different,same,FALSE,3.94692301750183,1.37293629243726
3,VM4,m,26,12,100,3,214,214,same,214-214,same,same,TRUE,2.56381106376648,0.941494848264728
4,VM4,m,26,12,100,4,212,212,same,212-212,same,same,TRUE,2.26785802841187,0.818835786204188
5,VM4,m,26,12,100,5,214,21,21/214,214-21,different,different,TRUE,2.34789800643921,0.853520462538219
6,VM4,m,26,12,100,6,212,35,35/212,212-35,different,different,TRUE,1.96721291542053,0.676617777280833
7,VM4,m,26,12,100,7,21,21,same,21-21,same,same,TRUE,1.98454618453979,0.685390265602981
8,VM4,m,26,12,100,8,21,212,21/212,21-212,different,different,TRUE,2.34783101081848,0.85349192783339
9,VM4,m,26,12,100,9,212,212,same,212-212,same,same,TRUE,2.48380899429321,0.909793266707787
10,VM4,m,26,12,100,10,33,33,same,33-33,same,same,TRUE,2.19586491584778,0.786576008024717
11,VM4,m,26,12,100,11,21,214,21/214,21-214,different,different,TRUE,1.98780798912048,0.687032518620301
12,VM4,m,26,12,100,12,212,33,33/212,212-33,different,different,TRUE,2.27570295333862,0.822288995153703
13,VM4,m,26,12,100,13,35,35,same,35-35,same,same,TRUE,1.96142387390137,0.673670675769737
14,VM4,m,26,12,100,14,212,214,212/214,212-214,different,different,TRUE,3.57442879676819,1.27380538625247
15,VM4,m,26,12,100,15,21,21,same,21-21,same,same,TRUE,2.06793999671936,0.726552941099201
16,VM4,m,26,12,100,16,35,33,33/35,35-33,different,different,TRUE,1.97080397605896,0.678441569170393
17,VM4,m,26,12,100,17,33,214,33/214,33-214,different,different,TRUE,2.86065912246704,1.05105206068044
18,VM4,m,26,12,100,18,33,35,33/35,33-35,different,different,TRUE,2.47584009170532,0.906579769419036
19,VM4,m,26,12,100,19,35,35,same,35-35,same,same,TRUE,1.97278690338135,0.6794472148117
20,VM4,m,26,12,100,20,35,212,35/212,35-212,different,different,TRUE,1.62359094619751,0.484640329592033
21,VM4,m,26,12,100,21,214,33,33/214,214-33,different,different,TRUE,3.00726509094238,1.1010310580663
22,VM4,m,26,12,100,22,214,212,212/214,214-212,different,same,FALSE,2.29183197021484,0.829351484740491
23,VM4,m,26,12,100,23,214,35,35/214,214-35,different,different,TRUE,2.13185381889343,0.756991938705911
24,VM4,m,26,12,100,24,33,21,33/21,33-21,different,different,TRUE,1.95907306671143,0.672471436230826
25,VM4,m,26,12,100,25,35,214,35/214,35-214,different,different,TRUE,2.36092209815979,0.859052262285742
26,VM4,m,26,12,100,26,212,21,21/212,212-21,different,different,TRUE,2.93174886703491,1.07559912791227
27,VM4,m,26,12,100,27,21,35,21/35,21-35,different,different,TRUE,1.97497510910034,0.680555795286498
28,VM4,m,26,12,100,28,35,21,21/35,35-21,different,different,TRUE,1.70389199256897,0.532915041755609
29,VM4,m,26,12,100,29,33,33,same,33-33,same,same,TRUE,1.75557804107666,0.562798170822902
30,VM4,m,26,12,100,30,214,214,same,214-214,same,same,TRUE,2.30876493453979,0.836712721179495
31,VM4,m,26,12,100,31,35,212,35/212,35-212,different,different,TRUE,2.76342797279358,1.01647192818947
32,VM4,m,26,12,100,32,214,33,33/214,214-33,different,different,TRUE,2.17970991134644,0.779191799756932
33,VM4,m,26,12,100,33,212,33,33/212,212-33,different,different,TRUE,2.87582397460938,1.05633923305155
34,VM4,m,26,12,100,34,212,21,21/212,212-21,different,different,TRUE,2.16352510452271,0.771738884277466
35,VM4,m,26,12,100,35,35,21,21/35,35-21,different,different,TRUE,2.14750480651855,0.764306613066344
36,VM4,m,26,12,100,36,212,212,same,212-212,same,same,TRUE,1.98000311851501,0.683098419712787
37,VM4,m,26,12,100,37,21,212,21/212,21-212,different,different,TRUE,2.81192016601562,1.03386758308154
38,VM4,m,26,12,100,38,214,35,35/214,214-35,different,different,TRUE,1.97446918487549,0.68029959507707
39,VM4,m,26,12,100,39,212,35,35/212,212-35,different,different,TRUE,1.96508598327637,0.675536001756451
40,VM4,m,26,12,100,40,35,35,same,35-35,same,same,TRUE,1.76496291160583,0.568129676909994
41,VM4,m,26,12,100,41,33,35,33/35,33-35,different,different,TRUE,2.24572396278381,0.809027947064115
42,VM4,m,26,12,100,42,35,33,33/35,35-33,different,different,TRUE,2.7323591709137,1.00516540119097
43,VM4,m,26,12,100,43,33,212,33/212,33-212,different,different,TRUE,4.03518199920654,1.39505140583644
44,VM4,m,26,12,100,44,21,214,21/214,21-214,different,different,TRUE,3.17162179946899,1.15424306572739
45,VM4,m,26,12,100,45,214,214,same,214-214,same,same,TRUE,2.26026892662048,0.81548380028482
46,VM4,m,26,12,100,46,21,21,same,21-21,same,same,TRUE,3.15583801269531,1.14925407489048
47,VM4,m,26,12,100,47,214,21,21/214,214-21,different,different,TRUE,1.96653079986572,0.676270975043059
48,VM4,m,26,12,100,48,214,212,212/214,214-212,different,same,FALSE,2.94496893882751,1.0800982699605
49,VM4,m,26,12,100,49,35,214,35/214,35-214,different,different,TRUE,2.2593240737915,0.815065686156996
50,VM4,m,26,12,100,50,212,214,212/214,212-214,different,same,FALSE,2.35549688339233,0.856751696037718
51,VM4,m,26,12,100,51,214,214,same,214-214,same,same,TRUE,1.98829007148743,0.687275008801356
52,VM4,m,26,12,100,52,33,33,same,33-33,same,same,TRUE,1.98778700828552,0.687021963805248
53,VM4,m,26,12,100,53,33,33,same,33-33,same,same,TRUE,1.96248817443848,0.674213144892438
54,VM4,m,26,12,100,54,35,35,same,35-35,same,same,TRUE,1.72204518318176,0.54351264444282
55,VM4,m,26,12,100,55,21,21,same,21-21,same,same,TRUE,3.24641513824463,1.17755135316523
56,VM4,m,26,12,100,56,33,21,33/21,33-21,different,different,TRUE,2.75549101829529,1.01359565478051
57,VM4,m,26,12,100,57,21,33,33/21,21-33,different,different,TRUE,2.65165281295776,0.975183148579179
58,VM4,m,26,12,100,58,33,214,33/214,33-214,different,different,TRUE,3.18778705596924,1.15932696320434
59,VM4,m,26,12,100,59,212,212,same,212-212,same,same,TRUE,2.52379608154297,0.925764149633427
60,VM4,m,26,12,100,60,21,35,21/35,21-35,different,different,TRUE,2.34757399559021,0.853382452621698
61,VM4,m,26,12,100,61,21,33,33/21,21-33,different,different,TRUE,2.14783096313477,0.764458478547567
62,VM4,m,26,12,100,62,33,21,33/21,33-21,different,different,TRUE,1.78688716888428,0.580475094219849
63,VM4,m,26,12,100,63,214,212,212/214,214-212,different,same,FALSE,3.13202118873596,1.14167854334704
64,VM4,m,26,12,100,64,21,21,same,21-21,same,same,TRUE,2.93992590904236,1.07838438002704
65,VM4,m,26,12,100,65,212,212,same,212-212,same,same,TRUE,2.34030604362488,0.850281708691501
66,VM4,m,26,12,100,66,21,35,21/35,21-35,different,different,TRUE,2.82736301422119,1.03934448016738
67,VM4,m,26,12,100,67,33,212,33/212,33-212,different,different,TRUE,1.65941786766052,0.506466858732878
68,VM4,m,26,12,100,68,212,212,same,212-212,same,same,TRUE,1.94630599021912,0.665933212008723
69,VM4,m,26,12,100,69,33,33,same,33-33,same,same,TRUE,2.34177708625793,0.850910079713823
70,VM4,m,26,12,100,70,214,214,same,214-214,same,same,TRUE,4.14766097068787,1.42254455382729
71,VM4,m,26,12,100,71,35,21,21/35,35-21,different,different,TRUE,1.85962986946106,0.620377473009586
72,VM4,m,26,12,100,72,35,33,33/35,35-33,different,different,TRUE,2.34722805023193,0.853235078842984
73,VM4,m,26,12,100,73,33,214,33/214,33-214,different,different,TRUE,1.59163618087769,0.46476253170588
74,VM4,m,26,12,100,74,35,35,same,35-35,same,same,TRUE,2.17653918266296,0.777736084450037
75,VM4,m,26,12,100,75,21,21,same,21-21,same,same,TRUE,1.64300012588501,0.496523915674124
76,VM4,m,26,12,100,76,35,35,same,35-35,same,same,TRUE,1.91607093811035,0.65027670292924
77,VM4,m,26,12,100,77,214,33,33/214,214-33,different,different,TRUE,1.76387715339661,0.567514314227928
78,VM4,m,26,12,100,78,214,21,21/214,214-21,different,different,TRUE,1.9468469619751,0.666211121336256
79,VM4,m,26,12,100,79,33,35,33/35,33-35,different,different,TRUE,2.06658887863159,0.725899363302747
80,VM4,m,26,12,100,80,35,214,35/214,35-214,different,different,TRUE,2.13453602790833,0.758249305924839
81,VM4,m,26,12,100,81,21,212,21/212,21-212,different,different,TRUE,1.97393894195557,0.680031009406047
82,VM4,m,26,12,100,82,35,212,35/212,35-212,different,different,TRUE,1.97698998451233,0.681575478172779
83,VM4,m,26,12,100,83,214,35,35/214,214-35,different,different,TRUE,1.66720104217529,0.511146197681858
84,VM4,m,26,12,100,84,212,35,35/212,212-35,different,different,TRUE,1.91694116592407,0.650730772890437
85,VM4,m,26,12,100,85,212,21,21/212,212-21,different,same,FALSE,2.58767986297607,0.950761668436907
86,VM4,m,26,12,100,86,214,214,same,214-214,same,same,TRUE,2.44361186027527,0.893477215389189
87,VM4,m,26,12,100,87,212,214,212/214,212-214,different,different,TRUE,3.48360896110535,1.24806881420234
88,VM4,m,26,12,100,88,212,33,33/212,212-33,different,different,TRUE,1.97396492958069,0.680044174683606
89,VM4,m,26,12,100,89,21,214,21/214,21-214,different,different,TRUE,2.20147180557251,0.789126139214792
90,VM4,m,26,12,100,90,33,33,same,33-33,same,different,FALSE,4.77899694442749,1.56423068022095
91,VM4,m,26,12,100,91,214,212,212/214,214-212,different,same,FALSE,1.97325205802917,0.679682972570065
92,VM4,m,26,12,100,92,214,214,same,214-214,same,same,TRUE,2.57821583747864,0.947097623851316
93,VM4,m,26,12,100,93,212,21,21/212,212-21,different,different,TRUE,1.79665017127991,0.585923915104846
94,VM4,m,26,12,100,94,35,214,35/214,35-214,different,different,TRUE,2.35567998886108,0.856829428406426
95,VM4,m,26,12,100,95,214,214,same,214-214,same,same,TRUE,2.33902096748352,0.849732451855801
96,VM4,m,26,12,100,96,212,212,same,212-212,same,same,TRUE,1.73980593681335,0.553773576439404
97,VM4,m,26,12,100,97,214,33,33/214,214-33,different,different,TRUE,1.98030400276184,0.683250369669288
98,VM4,m,26,12,100,98,33,212,33/212,33-212,different,different,TRUE,2.61132717132568,0.959858586855749
99,VM4,m,26,12,100,99,21,21,same,21-21,same,same,TRUE,2.16426301002502,0.77207989242756
100,VM4,m,26,12,100,100,21,212,21/212,21-212,different,different,TRUE,1.96820402145386,0.677121462694693
101,VM4,m,26,12,100,101,214,21,21/214,214-21,different,different,TRUE,1.96675586700439,0.676385417318937
102,VM4,m,26,12,100,102,35,33,33/35,35-33,different,different,TRUE,2.50019598007202,0.916369120830469
103,VM4,m,26,12,100,103,214,35,35/214,214-35,different,different,TRUE,1.63496494293213,0.491621362487616
104,VM4,m,26,12,100,104,212,212,same,212-212,same,same,TRUE,2.48449897766113,0.910071020573389
105,VM4,m,26,12,100,105,35,21,21/35,35-21,different,different,TRUE,1.97682094573975,0.68148997141706
106,VM4,m,26,12,100,106,21,21,same,21-21,same,same,TRUE,1.85433101654053,0.617523993030339
107,VM4,m,26,12,100,107,35,35,same,35-35,same,same,TRUE,2.16365885734558,0.771800704077177
108,VM4,m,26,12,100,108,212,214,212/214,212-214,different,same,FALSE,1.60499095916748,0.473118123648657
109,VM4,m,26,12,100,109,33,33,same,33-33,same,same,TRUE,1.71419405937195,0.538943033937
110,VM4,m,26,12,100,110,33,35,33/35,33-35,different,different,TRUE,1.75491905212402,0.562422731708222
111,VM4,m,26,12,100,111,21,35,21/35,21-35,different,different,TRUE,1.82067704200745,0.599208433016441
112,VM4,m,26,12,100,112,212,33,33/212,212-33,different,different,TRUE,1.94518494606018,0.665357060498516
113,VM4,m,26,12,100,113,212,35,35/212,212-35,different,different,TRUE,1.78511190414429,0.579481104663939
114,VM4,m,26,12,100,114,33,21,33/21,33-21,different,different,TRUE,1.75504088401794,0.562492152383208
115,VM4,m,26,12,100,115,35,35,same,35-35,same,same,TRUE,1.84985089302063,0.615105037474783
116,VM4,m,26,12,100,116,33,214,33/214,33-214,different,different,TRUE,1.84394192695618,0.611905631664614
117,VM4,m,26,12,100,117,21,33,33/21,21-33,different,different,TRUE,2.75630497932434,1.01389100716123
118,VM4,m,26,12,100,118,21,214,21/214,21-214,different,different,TRUE,1.62724089622498,0.486885878877955
119,VM4,m,26,12,100,119,35,212,35/212,35-212,different,different,TRUE,1.97981309890747,0.683002445759827
120,VM4,m,26,12,100,120,33,33,same,33-33,same,same,TRUE,1.84364604949951,0.611745159584117
121,VM4,m,26,12,100,121,214,214,same,214-214,same,same,TRUE,2.08855009078979,0.736470088766016
122,VM4,m,26,12,100,122,214,21,21/214,214-21,different,different,TRUE,1.59952807426453,0.469708632153701
123,VM4,m,26,12,100,123,212,212,same,212-212,same,same,TRUE,2.19589495658875,0.786589688527222
124,VM4,m,26,12,100,124,214,33,33/214,214-33,different,different,TRUE,1.73935508728027,0.553514405028548
125,VM4,m,26,12,100,125,35,35,same,35-35,same,same,TRUE,1.85171604156494,0.616112799179555
126,VM4,m,26,12,100,126,212,212,same,212-212,same,same,TRUE,1.69188594818115,0.525843852399789
127,VM4,m,26,12,100,127,214,212,212/214,214-212,different,same,FALSE,3.188227891922,1.15946524266481
128,VM4,m,26,12,100,128,33,212,33/212,33-212,different,different,TRUE,1.63402199745178,0.491044458679987
129,VM4,m,26,12,100,129,21,212,21/212,21-212,different,different,TRUE,2.54170203208923,0.93283394799318
130,VM4,m,26,12,100,130,33,21,33/21,33-21,different,different,TRUE,1.60408496856689,0.472553480963311
131,VM4,m,26,12,100,131,33,35,33/35,33-35,different,different,TRUE,1.7308177947998,0.54859401057285
132,VM4,m,26,12,100,132,212,35,35/212,212-35,different,different,TRUE,2.28454899787903,0.826168629757492
133,VM4,m,26,12,100,133,21,214,21/214,21-214,different,different,TRUE,1.81098294258118,0.593869760072368
134,VM4,m,26,12,100,134,33,214,33/214,33-214,different,different,TRUE,2.63618993759155,0.969334669276408
135,VM4,m,26,12,100,135,35,214,35/214,35-214,different,different,TRUE,1.47690582275391,0.389949238993582
136,VM4,m,26,12,100,136,21,21,same,21-21,same,same,TRUE,2.09639978408813,0.740221484954138
137,VM4,m,26,12,100,137,35,35,same,35-35,same,same,TRUE,1.5896520614624,0.463515163016593
138,VM4,m,26,12,100,138,214,35,35/214,214-35,different,different,TRUE,1.61766505241394,0.480983783864882
139,VM4,m,26,12,100,139,21,21,same,21-21,same,same,TRUE,1.71011996269226,0.536563521675123
140,VM4,m,26,12,100,140,33,33,same,33-33,same,same,TRUE,2.29235291481018,0.829578763792556
141,VM4,m,26,12,100,141,35,33,33/35,35-33,different,different,TRUE,1.49531698226929,0.402338212641603
142,VM4,m,26,12,100,142,212,214,212/214,212-214,different,same,FALSE,1.64543604850769,0.498005424171806
143,VM4,m,26,12,100,143,212,21,21/212,212-21,different,different,TRUE,1.70997405052185,0.536478195266004
144,VM4,m,26,12,100,144,21,35,21/35,21-35,different,different,TRUE,1.63591599464417,0.492202888845187
145,VM4,m,26,12,100,145,35,212,35/212,35-212,different,different,TRUE,2.42846608161926,0.887259815903269
146,VM4,m,26,12,100,146,212,33,33/212,212-33,different,different,TRUE,1.57859587669373,0.456535766286806
147,VM4,m,26,12,100,147,35,21,21/35,35-21,different,different,TRUE,1.70804500579834,0.535349445018251
148,VM4,m,26,12,100,148,33,33,same,33-33,same,same,TRUE,2.2366988658905,0.805001058288089
149,VM4,m,26,12,100,149,214,214,same,214-214,same,same,TRUE,1.63503813743591,0.491666129726055
150,VM4,m,26,12,100,150,21,33,33/21,21-33,different,different,TRUE,1.58905911445618,0.46314208916352
151,VF6,f,24,12,100,1,35,214,35/214,35-214,different,different,TRUE,2.2898530960083,0.828487665293719
152,VF6,f,24,12,100,2,212,214,212/214,212-214,different,same,FALSE,1.36834287643433,0.313600428463601
153,VF6,f,24,12,100,3,35,33,33/35,35-33,different,different,TRUE,1.93137192726135,0.658230593528071
154,VF6,f,24,12,100,4,214,21,21/214,214-21,different,different,TRUE,1.90792417526245,0.646015831807938
155,VF6,f,24,12,100,5,214,214,same,214-214,same,same,TRUE,1.92366099357605,0.654230137953642
156,VF6,f,24,12,100,6,35,212,35/212,35-212,different,same,FALSE,1.89886212348938,0.641254824396705
157,VF6,f,24,12,100,7,35,35,same,35-35,same,same,TRUE,1.98242878913879,0.684322754153512
158,VF6,f,24,12,100,8,21,33,33/21,21-33,different,different,TRUE,1.75557899475098,0.562798714048002
159,VF6,f,24,12,100,9,33,214,33/214,33-214,different,different,TRUE,1.67442297935486,0.515468615989343
160,VF6,f,24,12,100,10,35,21,21/35,35-21,different,different,TRUE,2.09265303611755,0.73843265624727
161,VF6,f,24,12,100,11,21,212,21/212,21-212,different,different,TRUE,1.82293295860291,0.600446719706477
162,VF6,f,24,12,100,12,33,212,33/212,33-212,different,different,TRUE,2.07590413093567,0.730396784533892
163,VF6,f,24,12,100,13,214,214,same,214-214,same,same,TRUE,1.55963397026062,0.444451159282157
164,VF6,f,24,12,100,14,214,33,33/214,214-33,different,different,TRUE,1.74769401550293,0.55829721357131
165,VF6,f,24,12,100,15,21,21,same,21-21,same,same,TRUE,1.89159107208252,0.637418312006156
166,VF6,f,24,12,100,16,212,35,35/212,212-35,different,different,TRUE,1.75319814682007,0.561441632534847
167,VF6,f,24,12,100,17,214,212,212/214,214-212,different,different,TRUE,2.1352059841156,0.758563121706161
168,VF6,f,24,12,100,18,33,21,33/21,33-21,different,different,TRUE,1.54706192016602,0.436357596753723
169,VF6,f,24,12,100,19,21,35,21/35,21-35,different,different,TRUE,2.09053206443787,0.737418609863736
170,VF6,f,24,12,100,20,33,33,same,33-33,same,same,TRUE,1.47706985473633,0.390060297445309
171,VF6,f,24,12,100,21,212,33,33/212,212-33,different,same,FALSE,1.56376886367798,0.447098845829649
172,VF6,f,24,12,100,22,212,212,same,212-212,same,same,TRUE,1.84398818016052,0.611930715222602
173,VF6,f,24,12,100,23,33,35,33/35,33-35,different,different,TRUE,2.1563560962677,0.768419804653232
174,VF6,f,24,12,100,24,35,35,same,35-35,same,same,TRUE,1.72322511672974,0.544197602946155
175,VF6,f,24,12,100,25,212,212,same,212-212,same,same,TRUE,1.62777805328369,0.487215927379622
176,VF6,f,24,12,100,26,21,21,same,21-21,same,same,TRUE,2.44449305534363,0.893837762101306
177,VF6,f,24,12,100,27,33,33,same,33-33,same,same,TRUE,1.60783100128174,0.474886066528132
178,VF6,f,24,12,100,28,212,21,21/212,212-21,different,different,TRUE,1.83898496627808,0.609213770644819
179,VF6,f,24,12,100,29,21,214,21/214,21-214,different,different,TRUE,1.94850301742554,0.667061394384361
180,VF6,f,24,12,100,30,214,35,35/214,214-35,different,different,TRUE,1.77087593078613,0.571474300325277
181,VF6,f,24,12,100,31,212,21,21/212,212-21,different,different,TRUE,1.91812801361084,0.651349717513908
182,VF6,f,24,12,100,32,33,21,33/21,33-21,different,different,TRUE,1.75360798835754,0.561675373165805
183,VF6,f,24,12,100,33,212,214,212/214,212-214,different,same,FALSE,2.27649807929993,0.822638332084866
184,VF6,f,24,12,100,34,33,33,same,33-33,same,same,TRUE,1.50715398788452,0.410223096165714
185,VF6,f,24,12,100,35,35,212,35/212,35-212,different,different,TRUE,2.09993481636047,0.741906304419286
186,VF6,f,24,12,100,36,21,21,same,21-21,same,same,TRUE,1.4925971031189,0.400517624884442
187,VF6,f,24,12,100,37,21,212,21/212,21-212,different,different,TRUE,1.97108006477356,0.678581648742593
188,VF6,f,24,12,100,38,214,35,35/214,214-35,different,different,TRUE,1.86774682998657,0.624732800635857
189,VF6,f,24,12,100,39,214,21,21/214,214-21,different,different,TRUE,2.36431002616882,0.860486235686597
190,VF6,f,24,12,100,40,33,35,33/35,33-35,different,different,TRUE,1.74529004096985,0.556920754432779
191,VF6,f,24,12,100,41,21,21,same,21-21,same,same,TRUE,1.78169298171997,0.577564025608134
192,VF6,f,24,12,100,42,21,35,21/35,21-35,different,different,TRUE,1.98439407348633,0.685313614888356
193,VF6,f,24,12,100,43,21,214,21/214,21-214,different,different,TRUE,1.815025806427,0.596099686032814
194,VF6,f,24,12,100,44,214,33,33/214,214-33,different,different,TRUE,1.80952000617981,0.593061620152754
195,VF6,f,24,12,100,45,212,33,33/212,212-33,different,different,TRUE,1.93423199653625,0.659710346680834
196,VF6,f,24,12,100,46,33,33,same,33-33,same,same,TRUE,1.57989501953125,0.457358401496767
197,VF6,f,24,12,100,47,35,35,same,35-35,same,same,TRUE,1.70755290985107,0.535061298718351
198,VF6,f,24,12,100,48,214,212,212/214,214-212,different,different,TRUE,1.98879289627075,0.687527869900851
199,VF6,f,24,12,100,49,214,214,same,214-214,same,same,TRUE,2.17964792251587,0.779163360324826
200,VF6,f,24,12,100,50,212,212,same,212-212,same,same,TRUE,2.01150298118591,0.698882194477656
201,VF6,f,24,12,100,51,33,214,33/214,33-214,different,different,TRUE,2.03562498092651,0.710802887678518
202,VF6,f,24,12,100,52,35,33,33/35,35-33,different,different,TRUE,1.98061299324036,0.683406389338195
203,VF6,f,24,12,100,53,212,35,35/212,212-35,different,different,TRUE,1.63441705703735,0.491286200735389
204,VF6,f,24,12,100,54,21,33,33/21,21-33,different,different,TRUE,2.34052515029907,0.850375327395221
205,VF6,f,24,12,100,55,35,35,same,35-35,same,same,TRUE,1.61898684501648,0.481800549286625
206,VF6,f,24,12,100,56,214,214,same,214-214,same,same,TRUE,1.79070997238159,0.582612173830155
207,VF6,f,24,12,100,57,212,212,same,212-212,same,same,TRUE,2.09716200828552,0.740585006105617
208,VF6,f,24,12,100,58,33,212,33/212,33-212,different,different,TRUE,1.84746789932251,0.61381599849171
209,VF6,f,24,12,100,59,35,21,21/35,35-21,different,same,FALSE,1.759850025177,0.565228592451617
210,VF6,f,24,12,100,60,35,214,35/214,35-214,different,same,FALSE,2.08986592292786,0.737099912209751
211,VF6,f,24,12,100,61,33,35,33/35,33-35,different,different,TRUE,1.96974682807922,0.67790502082594
212,VF6,f,24,12,100,62,212,35,35/212,212-35,different,different,TRUE,2.20029211044312,0.788590129024265
213,VF6,f,24,12,100,63,35,21,21/35,35-21,different,different,TRUE,2.77942395210266,1.02224369475742
214,VF6,f,24,12,100,64,33,212,33/212,33-212,different,different,TRUE,1.82768702507019,0.603051246705181
215,VF6,f,24,12,100,65,33,33,same,33-33,same,same,TRUE,1.57107210159302,0.451758253569158
216,VF6,f,24,12,100,66,35,35,same,35-35,same,same,TRUE,2.09218502044678,0.738208984188088
217,VF6,f,24,12,100,67,214,212,212/214,214-212,different,different,TRUE,2.07599306106567,0.730439622844142
218,VF6,f,24,12,100,68,212,33,33/212,212-33,different,different,TRUE,2.08367085456848,0.734131172150837
219,VF6,f,24,12,100,69,21,35,21/35,21-35,different,different,TRUE,1.69122004508972,0.525450188647394
220,VF6,f,24,12,100,70,21,21,same,21-21,same,same,TRUE,1.67587304115295,0.516334248088576
221,VF6,f,24,12,100,71,35,35,same,35-35,same,same,TRUE,1.81314897537231,0.595065099037992
222,VF6,f,24,12,100,72,212,21,21/212,212-21,different,different,TRUE,2.26716113090515,0.818528445711142
223,VF6,f,24,12,100,73,35,212,35/212,35-212,different,different,TRUE,1.76260614395142,0.566793477409457
224,VF6,f,24,12,100,74,21,212,21/212,21-212,different,different,TRUE,2.08913111686707,0.736748245979138
225,VF6,f,24,12,100,75,212,214,212/214,212-214,different,same,FALSE,1.52656817436218,0.423022192766903
226,VF6,f,24,12,100,76,35,214,35/214,35-214,different,different,TRUE,1.81285405158997,0.594902427478809
227,VF6,f,24,12,100,77,212,212,same,212-212,same,same,TRUE,1.79472994804382,0.584854563849748
228,VF6,f,24,12,100,78,214,214,same,214-214,same,same,TRUE,1.57981586456299,0.457308298831567
229,VF6,f,24,12,100,79,35,33,33/35,35-33,different,different,TRUE,1.67111206054688,0.513489309331714
230,VF6,f,24,12,100,80,33,33,same,33-33,same,same,TRUE,1.78449296951294,0.579134324188532
231,VF6,f,24,12,100,81,33,214,33/214,33-214,different,different,TRUE,2.15587401390076,0.768196216228387
232,VF6,f,24,12,100,82,214,21,21/214,214-21,different,different,TRUE,1.99643802642822,0.691364605931526
233,VF6,f,24,12,100,83,33,21,33/21,33-21,different,different,TRUE,1.81101512908936,0.593887532863817
234,VF6,f,24,12,100,84,21,21,same,21-21,same,same,TRUE,2.06483292579651,0.725049315535203
235,VF6,f,24,12,100,85,212,212,same,212-212,same,same,TRUE,1.5746111869812,0.454008376392554
236,VF6,f,24,12,100,86,214,35,35/214,214-35,different,different,TRUE,1.67594289779663,0.516375930952408
237,VF6,f,24,12,100,87,21,214,21/214,21-214,different,different,TRUE,1.93191289901733,0.658510651449681
238,VF6,f,24,12,100,88,214,33,33/214,214-33,different,different,TRUE,1.73982906341553,0.553786868984267
239,VF6,f,24,12,100,89,214,214,same,214-214,same,same,TRUE,1.56364989280701,0.447022763360179
240,VF6,f,24,12,100,90,21,33,33/21,21-33,different,different,TRUE,1.64562201499939,0.498118437365927
241,VF6,f,24,12,100,91,212,33,33/212,212-33,different,different,TRUE,2.09084606170654,0.737568798275209
242,VF6,f,24,12,100,92,33,33,same,33-33,same,same,TRUE,1.47489094734192,0.388584053053051
243,VF6,f,24,12,100,93,212,212,same,212-212,same,same,TRUE,1.95636987686157,0.671090652335725
244,VF6,f,24,12,100,94,21,214,21/214,21-214,different,different,TRUE,2.13932299613953,0.760489422038199
245,VF6,f,24,12,100,95,21,21,same,21-21,same,same,TRUE,1.55902695655823,0.4440618808551
246,VF6,f,24,12,100,96,33,33,same,33-33,same,same,TRUE,1.52049994468689,0.419039191757044
247,VF6,f,24,12,100,97,212,214,212/214,212-214,different,same,FALSE,1.65995907783508,0.506792950158012
248,VF6,f,24,12,100,98,21,35,21/35,21-35,different,different,TRUE,1.71584010124207,0.539902815629775
249,VF6,f,24,12,100,99,212,21,21/212,212-21,different,different,TRUE,2.22047686576843,0.797721977217221
250,VF6,f,24,12,100,100,21,33,33/21,21-33,different,different,TRUE,1.61102294921875,0.476869349418482
251,VF6,f,24,12,100,101,35,212,35/212,35-212,different,different,TRUE,1.91579699516296,0.65013372151515
252,VF6,f,24,12,100,102,35,21,21/35,35-21,different,different,TRUE,1.70476603507996,0.533427878492561
253,VF6,f,24,12,100,103,33,212,33/212,33-212,different,different,TRUE,2.09000897407532,0.737168359783443
254,VF6,f,24,12,100,104,35,33,33/35,35-33,different,different,TRUE,1.69066786766052,0.525123638833591
255,VF6,f,24,12,100,105,21,212,21/212,21-212,different,different,TRUE,2.08916902542114,0.736766391422398
256,VF6,f,24,12,100,106,212,35,35/212,212-35,different,different,TRUE,1.60429811477661,0.472686349267683
257,VF6,f,24,12,100,107,35,214,35/214,35-214,different,different,TRUE,1.97194480895996,0.679020268445972
258,VF6,f,24,12,100,108,35,35,same,35-35,same,same,TRUE,1.62790608406067,0.487294577992914
259,VF6,f,24,12,100,109,33,21,33/21,33-21,different,different,TRUE,1.7277991771698,0.54684844671253
260,VF6,f,24,12,100,110,33,214,33/214,33-214,different,different,TRUE,2.28839206695557,0.827849416772583
261,VF6,f,24,12,100,111,214,33,33/214,214-33,different,different,TRUE,1.65114402770996,0.501468397783587
262,VF6,f,24,12,100,112,214,212,212/214,214-212,different,different,TRUE,2.35648202896118,0.857169841195634
263,VF6,f,24,12,100,113,21,21,same,21-21,same,same,TRUE,1.63507199287415,0.491686835718749
264,VF6,f,24,12,100,114,212,212,same,212-212,same,same,TRUE,1.73972988128662,0.553729860535489
265,VF6,f,24,12,100,115,35,35,same,35-35,same,same,TRUE,1.78154897689819,0.577483197629833
266,VF6,f,24,12,100,116,214,214,same,214-214,same,same,TRUE,1.61856389045715,0.481539268709862
